word,tfidf,balance_input,balance_L1,balance_L2,balance_output,contrib_femme_input,contrib_homme_input,contrib_femme_L1,contrib_homme_L1,contrib_femme_L2,contrib_homme_L2,contrib_femme_output,contrib_homme_output
abandonnaient,0.0031659610166161517,-0.0007317569796261781,-1.7496936842148664e-05,-9.763824659172157e-07,-9.763824659172157e-07,-0.0002465274288182116,0.0004852295508079665,-8.119113863658028e-06,9.377822978490637e-06,-1.6861281519217705e-08,9.59521184397998e-07,-1.6861281519217705e-08,9.59521184397998e-07
abandonnant,0.0018714250733302398,-0.000647064747173709,-2.908100243115909e-05,5.128967138016168e-07,5.128967138016168e-07,-0.0004037680631376892,0.0002432966840360198,-1.50217464524141e-05,1.4059255978744991e-05,1.310051438421302e-07,-3.818915699594866e-07,1.310051438421302e-07,-3.818915699594866e-07
abandonner,0.0012212230820680579,-0.00010347961739546458,-3.089229267903526e-06,2.571057398995586e-07,2.571057398995586e-07,-7.225759090988118e-05,3.122202648558341e-05,-1.2127262411722857e-06,1.8765030267312407e-06,2.4058920233406194e-07,-1.651653756549663e-08,2.4058920233406194e-07,-1.651653756549663e-08
abandonné,0.0012495665795655318,0.0002296250869575125,5.450331950272173e-06,1.516572292334186e-07,1.516572292334186e-07,0.0001241813233090102,-0.00010544376364850232,3.096344497123642e-06,-2.353987453148531e-06,-1.161873667501413e-07,-2.678445959835599e-07,-1.161873667501413e-07,-2.678445959835599e-07
abbesses,0.013532306137501879,-0.005694526910596553,-0.0001649475942774656,-4.117395055858799e-06,-4.117395055858799e-06,-0.002555557469311664,0.0031389694412848894,-8.814105778936621e-05,7.680653648809938e-05,-1.2490606471177872e-06,2.8683344087410124e-06,-1.2490606471177872e-06,2.8683344087410124e-06
absences,0.002405825779448785,-0.00011616608273391798,-2.6857420601147027e-05,6.563874389219578e-08,6.563874389219578e-08,-0.00011806048680851012,-1.8944040745921406e-06,-1.3151286300981019e-05,1.3706134300166007e-05,-1.3267310822919443e-06,-1.3923698261841401e-06,-1.3267310822919443e-06,-1.3923698261841401e-06
absent,0.0014504991501193443,-3.670362891969187e-05,-2.598723533989718e-06,4.516923571952368e-07,4.516923571952368e-07,-7.234794973744136e-05,-3.5644320817749495e-05,-2.4377164003561182e-06,1.6100713363359982e-07,1.655681363358447e-07,-2.8612422085939214e-07,1.655681363358447e-07,-2.8612422085939214e-07
absente,0.001768405436824467,5.822631434812097e-07,-7.266190548330596e-07,3.7612137756165275e-07,3.7612137756165275e-07,-2.7425460521466162e-05,-2.800772366494737e-05,-1.07994099895615e-06,-3.5332194412309035e-07,1.9719743548719395e-07,-1.7892394207445877e-07,1.9719743548719395e-07,-1.7892394207445877e-07
absolu,0.0032545678621287498,0.0006566154405121745,1.050916016223231e-05,-5.164958001580704e-08,-5.164958001580704e-08,0.00019592508894759788,-0.00046069035156457664,4.033358770104539e-06,-6.475801392127771e-06,-1.013756388238963e-06,-9.62106808223156e-07,-1.013756388238963e-06,-9.62106808223156e-07
absolument,0.0023477341479261247,0.00020022230116514952,1.3101348066713864e-05,2.855812720204865e-07,2.855812720204865e-07,9.34853406704846e-05,-0.00010673696049466493,7.265556627633514e-06,-5.83579143908035e-06,4.580328525451181e-07,1.7245158052463161e-07,4.580328525451181e-07,1.7245158052463161e-07
