word,tfidf,balance_input,balance_L1,balance_L2,balance_output,contrib_femme_input,contrib_homme_input,contrib_femme_L1,contrib_homme_L1,contrib_femme_L2,contrib_homme_L2,contrib_femme_output,contrib_homme_output
abandonnait,0.004453437391553699,0.0014119813487316903,9.498129876934077e-06,-1.8099790974653458e-07,-1.8099790974653458e-07,0.0009185097691313077,-0.0004934715796003827,7.572060759526798e-06,-1.9260691174072778e-06,1.9544377231710244e-06,2.135435632917559e-06,1.9544377231710244e-06,2.135435632917559e-06
abandonnant,0.004188471346367524,-0.002380169808250129,-7.865618843750086e-05,3.012931452009377e-06,3.012931452009377e-06,-0.001344030620845933,0.0010361391874041956,-4.4440200413206174e-05,3.421598802429469e-05,2.763865299505865e-06,-2.4906615250351197e-07,2.763865299505865e-06,-2.4906615250351197e-07
abandonne,0.003692480527107283,0.0006620815491764376,1.0482347150589817e-05,-1.1462230656450766e-06,-1.1462230656450766e-06,0.00042754707317136997,-0.0002345344760050677,7.86466835956532e-06,-2.617678791024496e-06,-1.3504030577334077e-06,-2.04179992088331e-07,-1.3504030577334077e-06,-2.04179992088331e-07
abandonner,0.013666210738702844,-0.002284262096053416,-2.999491641164815e-05,2.252476003907782e-06,2.252476003907782e-06,-0.0013536657714507154,0.0009305963246027006,-1.1359211267341985e-05,1.8635705144306166e-05,4.931757343798411e-06,2.6792813398906285e-06,4.931757343798411e-06,2.6792813398906285e-06
abandonné,0.01118671303163657,0.0016959293608871896,7.135900360251865e-05,9.316374605925712e-07,9.316374605925712e-07,0.0010759965627449722,-0.0006199327981422174,3.5645655545482144e-05,-3.5713348057036516e-05,-2.308280216651258e-06,-3.239917677243829e-06,-2.308280216651258e-06,-3.239917677243829e-06
abandonnée,0.0032215678363449215,-0.0002820768850400222,-3.973992884113689e-07,6.74440808810455e-07,6.74440808810455e-07,-0.00011742682725259714,0.00016465005778742504,-2.917524331745193e-07,1.056468552368496e-07,6.261480948511817e-07,-4.829271395927328e-08,6.261480948511817e-07,-4.829271395927328e-08
abandons,0.008352949799842059,-0.002550466598746876,-0.00019256490074974402,3.2714150912976155e-07,3.2714150912976155e-07,-0.0012701866556676304,0.0012802799430792454,-9.361086277647077e-05,9.895403797327325e-05,4.4045860154696915e-06,4.07744450633993e-06,4.4045860154696915e-06,4.07744450633993e-06
abattus,0.006190478103434042,-0.004237646138002394,-0.00015182971171945233,-1.3760610111250538e-06,-1.3760610111250538e-06,-0.002155411710813649,0.002082234427188744,-8.320089134261804e-05,6.862882037683428e-05,-4.86159688390204e-06,-3.4855358727769863e-06,-4.86159688390204e-06,-3.4855358727769863e-06
abdiqué,0.008726345412696658,0.0037636123056826298,8.152822067310708e-05,4.4261324547565843e-07,4.4261324547565843e-07,0.002118477592770411,-0.0016451347129122188,4.471936039551882e-05,-3.6808860277588265e-05,-2.7545259715013236e-06,-3.197139216976982e-06,-2.7545259715013236e-06,-3.197139216976982e-06
abois,0.006255324109000839,0.0018061408080872537,5.69546634216792e-05,1.578477522206933e-06,1.578477522206933e-06,0.001110396615720813,-0.0006957441923664407,3.391075377866529e-05,-2.304390964301391e-05,1.1038668747521945e-06,-4.746106474547384e-07,1.1038668747521945e-06,-4.746106474547384e-07
abolie,0.008626855891283777,-0.0020267771961776215,-0.00012453351104537138,2.1029438640747783e-06,2.1029438640747783e-06,-0.0010779739069031805,0.0009488032892744412,-7.063275425455761e-05,5.390075679081377e-05,6.208221918567182e-06,4.105278054492404e-06,6.208221918567182e-06,4.105278054492404e-06
abondent,0.00857875741523549,0.0027231708560770344,0.00013252324555800623,1.9852600749270827e-06,1.9852600749270827e-06,0.0018387555359036145,-0.0008844153201734198,8.090523632572587e-05,-5.1618009232280365e-05,-2.653845942721477e-06,-4.63910601764856e-06,-2.653845942721477e-06,-4.63910601764856e-06
abordait,0.00663139993353757,-0.0009604628788516158,-6.1358645815542e-05,-1.6153465765550967e-06,-1.6153465765550967e-06,-0.0005341540278961203,0.00042630885095549544,-3.1498519827210325e-05,2.9860125988331674e-05,-1.475560087176703e-06,1.3978648937839376e-07,-1.475560087176703e-06,1.3978648937839376e-07
aborder,0.011374842550193515,0.0045985836263792235,0.00013209313010366022,-4.470544152405257e-06,-4.470544152405257e-06,0.0023370529126115294,-0.002261530713767694,6.499965656462841e-05,-6.709347353903183e-05,-4.734036111627667e-06,-2.634919592224096e-07,-4.734036111627667e-06,-2.634919592224096e-07
abords,0.00448251944831563,-0.004205153602362327,-0.00010296567157568197,6.646888716662706e-07,6.646888716662706e-07,-0.0023809264669314195,0.001824227135430908,-5.673557065301815e-05,4.623010092266383e-05,8.733062825510291e-07,2.0861741088475844e-07,8.733062825510291e-07,2.0861741088475844e-07
absences,0.010769047059567065,-0.00388053830725942,-0.00017785220471966255,-1.508849782511675e-06,-1.508849782511675e-06,-0.0021606052433513438,0.0017199330639080762,-0.00010153430523991615,7.631789947974639e-05,-7.99104355744719e-06,-6.482193774935515e-06,-7.99104355744719e-06,-6.482193774935515e-06
absent,0.019478335140804964,-0.0028186476314138046,-2.9935265640628117e-05,5.6059337846357776e-06,5.6059337846357776e-06,-0.0017659439997184802,0.0010527036316953244,-2.0842783919813454e-05,9.092481720814663e-06,3.1889682850007707e-06,-2.4169654996350073e-06,3.1889682850007707e-06,-2.4169654996350073e-06
absente,0.003957901177266512,0.00038327815817998834,6.473255387652402e-06,1.0628282400551937e-06,1.0628282400551937e-06,0.00017568402487581775,-0.00020759413330417056,2.0317568958609846e-06,-4.441498491791417e-06,7.474131103738251e-07,-3.154151296813686e-07,7.474131103738251e-07,-3.154151296813686e-07
absenter,0.005906260440883922,-0.00013244202999409708,8.523290311019416e-05,8.369395653100893e-07,8.369395653100893e-07,-4.9317570448253476e-05,8.312445954584361e-05,4.9554210165583e-05,-3.567869294461115e-05,-1.518202939991444e-07,-9.887598593092337e-07,-1.518202939991444e-07,-9.887598593092337e-07
absolu,0.003642054504238593,-0.0006489412776696168,3.541797722896196e-06,4.2181172531222376e-07,4.2181172531222376e-07,-0.0003674975793516723,0.00028144369831794447,2.0712784682822375e-06,-1.4705192546139586e-06,-1.5370318934793796e-06,-1.9588436187916034e-06,-1.5370318934793796e-06,-1.9588436187916034e-06
absolument,0.0026272537831232476,0.0007576352627546389,1.985962870994424e-05,7.333771050786022e-07,7.333771050786022e-07,0.0004551544262242351,-0.0003024808365304038,1.1543665225330624e-05,-8.315963484613616e-06,7.624344705944744e-07,2.905736551587216e-08,7.624344705944744e-07,2.905736551587216e-08
