word,tfidf,balance_input,balance_L1,balance_L2,balance_output,contrib_femme_input,contrib_homme_input,contrib_femme_L1,contrib_homme_L1,contrib_femme_L2,contrib_homme_L2,contrib_femme_output,contrib_homme_output
abandon,0.0037372253465478345,0.0009127164363381383,7.116294208353593e-05,1.2797261999970036e-06,1.2797261999970036e-06,0.0005516809356363557,-0.00036103550070178255,3.858807090098918e-05,-3.2574871182546747e-05,-9.7276869266944e-07,-2.2524948926664435e-06,-9.7276869266944e-07,-2.2524948926664435e-06
abandonné,0.003174297493274339,0.0007767680968862669,2.3826265902269938e-05,1.3899620807324587e-07,1.3899620807324587e-07,0.00048759444406456105,-0.0002891736528217058,1.3926454045094852e-05,-9.899811857175086e-06,-5.619798029363629e-07,-7.009760110096088e-07,-5.619798029363629e-07,-7.009760110096088e-07
abattaient,0.007935700381106421,0.0023083235948725698,1.8838377696511787e-05,-2.3159300182333165e-07,-2.3159300182333165e-07,0.0011788985782462398,-0.0011294250166263297,1.0711226508310172e-05,-8.127151188201617e-06,1.0262754532895273e-06,1.257868455112859e-06,1.0262754532895273e-06,1.257868455112859e-06
abattre,0.0038007301244554377,-0.0011837369615776698,-8.675187985448285e-05,1.0883533361290825e-06,1.0883533361290825e-06,-0.0006229650507925289,0.000560771910785141,-4.4316626260770754e-05,4.2435253593712086e-05,1.7069970619181146e-06,6.186437257890322e-07,1.7069970619181146e-06,6.186437257890322e-07
abolit,0.01002291548018949,0.00017817626928243822,5.974527242759662e-05,-3.1683738524747175e-06,-3.1683738524747175e-06,0.00017871912433418635,5.428550517481223e-07,3.205585907213617e-05,-2.7689413355460448e-05,-7.08209562528452e-06,-3.9137217728098026e-06,-7.08209562528452e-06,-3.9137217728098026e-06
abondance,0.005054759198161,0.00012363707964859708,1.1434000270013217e-05,4.530168671479198e-07,4.530168671479198e-07,0.0002339835179498111,0.00011034643830121404,8.055907498280229e-06,-3.378092771732988e-06,4.79825171112349e-07,2.680830396442917e-08,4.79825171112349e-07,2.680830396442917e-08
abri,0.015053147686371579,0.001966998058672319,0.0002864699965943195,-2.1942689827695225e-06,-2.1942689827695225e-06,0.001454838002634312,-0.0005121600560380069,0.00016571235687819137,-0.00012075763971612814,-1.0702156246397765e-05,-8.507887263628242e-06,-1.0702156246397765e-05,-8.507887263628242e-06
abritaient,0.007617132192876697,0.00039254268682615255,-1.8471484963658956e-05,3.0889912672383222e-06,3.0889912672383222e-06,0.00022114015168295522,-0.00017140253514319736,-8.99451580726295e-06,9.476969156396005e-06,4.287326791540809e-06,1.1983355243024868e-06,4.287326791540809e-06,1.1983355243024868e-06
abritait,0.011144805267566426,0.0008659210227551824,1.626749236483219e-05,-7.82333595485916e-07,-7.82333595485916e-07,0.00045374872333388597,-0.0004121722994212964,1.2608642713199817e-06,-1.5006628093512207e-05,-7.558747285034649e-07,2.64588669824511e-08,-7.558747285034649e-07,2.64588669824511e-08
abriter,0.005368930453423516,-0.0002329552635488734,-1.7633196655498821e-06,-2.5140954359089102e-06,-2.5140954359089102e-06,-3.108304139412956e-05,0.00020187222215474384,2.7344385479794265e-06,4.497758213529309e-06,-3.0969525300751277e-06,-5.828570941662177e-07,-3.0969525300751277e-06,-5.828570941662177e-07
abritée,0.008425441901024438,0.0005385835353728418,5.196223022621745e-05,-4.209550947672643e-07,-4.209550947672643e-07,0.00030722903388161454,-0.00023135450149122723,2.6929260666308697e-05,-2.5032969559908755e-05,-1.7478660379709288e-06,-1.3269109432036646e-06,-1.7478660379709288e-06,-1.3269109432036646e-06
absent,0.0036847302828964044,-9.546813359334686e-05,-7.635919034885519e-06,5.117479639735699e-07,5.117479639735699e-07,-0.00012853824859150996,-3.30701149981631e-05,-7.96506379369257e-06,-3.291447588070518e-07,3.7621898709956994e-07,-1.3552897687399987e-07,3.7621898709956994e-07,-1.3552897687399987e-07
absente,0.013476940813725313,0.0016781202045448927,3.8722278098490865e-06,2.2456070055683265e-06,2.2456070055683265e-06,0.0011191106926161756,-0.0005590095119287173,5.407454175373562e-06,1.5352263655244751e-06,2.0071677065559437e-06,-2.384392990123827e-07,2.0071677065559437e-06,-2.384392990123827e-07
absolu,0.004133819988222854,-0.0011868634010786102,1.4217115013180253e-06,-1.1245667798356741e-06,-1.1245667798356741e-06,-0.0006191478717274105,0.0005677155293511996,1.9300331427894736e-06,5.083216414714483e-07,-2.954849824071039e-06,-1.8302830442353648e-06,-2.954849824071039e-06,-1.8302830442353648e-06
absolument,0.008945989844607915,0.0008664213855255024,4.8088140705509247e-05,1.3407365815355404e-06,1.3407365815355404e-06,0.0004928786623460029,-0.0003735427231794995,2.661346706410609e-05,-2.1474673641403155e-05,4.2784911518243785e-07,-9.128874663531026e-07,4.2784911518243785e-07,-9.128874663531026e-07
absorbe,0.007355429471896427,-0.0013279641094597122,2.1486694687113705e-05,-4.057358752915962e-06,-4.057358752915962e-06,-0.0006520568176238308,0.0006759072918358815,1.3503926930465238e-05,-7.98276775664847e-06,-5.587345030765246e-06,-1.5299862778492838e-06,-5.587345030765246e-06,-1.5299862778492838e-06
absorbés,0.008042550339609085,0.0015438283048761995,6.734425457370456e-05,2.1858305719423093e-06,2.1858305719423093e-06,0.0007739972393961132,-0.0007698310654800862,3.1305627497918656e-05,-3.6038627075785906e-05,-7.994762506653342e-07,-2.9853068226076432e-06,-7.994762506653342e-07,-2.9853068226076432e-06
abstrait,0.007687105228871773,-0.0004192371428293355,3.911727954807177e-05,1.0815413523557663e-06,1.0815413523557663e-06,-0.00022719486059948456,0.00019204228222985091,1.8745415923698116e-05,-2.0371863624373653e-05,6.02227487041933e-07,-4.793138653138332e-07,6.02227487041933e-07,-4.793138653138332e-07
