word,tfidf,balance_input,balance_L1,balance_L2,balance_output,contrib_femme_input,contrib_homme_input,contrib_femme_L1,contrib_homme_L1,contrib_femme_L2,contrib_homme_L2,contrib_femme_output,contrib_homme_output
abandonna,0.004098432753553758,-0.0007817343934985937,-2.564716329208794e-05,9.687183591034311e-07,9.687183591034311e-07,-0.0005405134046348757,0.00024122098886371799,-1.4280140864870021e-05,1.1367022427217918e-05,5.885996282600912e-07,-3.801187308433399e-07,5.885996282600912e-07,-3.801187308433399e-07
abandonnait,0.004297818686801791,-0.0007669268181317614,-5.894262211914633e-07,1.9236616965309993e-07,1.9236616965309993e-07,-7.432158070449378e-05,0.0006926052374272676,6.22588873754773e-06,6.815314958739193e-06,1.991457193212853e-06,1.799091023559753e-06,1.991457193212853e-06,1.799091023559753e-06
abandonne,0.0035634523211556532,-6.51500818361154e-05,-1.5468619082269382e-06,-5.481319889917152e-07,-5.481319889917152e-07,7.810572826265968e-05,0.00014325581009877507,2.181046991638353e-06,3.7279088998652913e-06,-5.884891741453082e-07,-4.035718515359298e-08,-5.884891741453082e-07,-4.035718515359298e-08
abandonner,0.0026377330913852663,-0.0001252127421110318,-6.672460082416707e-06,5.55325499555506e-07,5.55325499555506e-07,-0.00012201443629155372,3.1983058194780925e-06,-2.619380671805172e-06,4.053079410611535e-06,5.196512494276409e-07,-3.5674250127865036e-08,5.196512494276409e-07,-3.5674250127865036e-08
abandonnée,0.0031089949696165757,-0.0005103175021977258,-3.5503388334004673e-06,-3.803891429337873e-07,-3.803891429337873e-07,-0.00010405564434601148,0.00040626185785171435,-2.830348195073517e-07,3.2673040138931154e-06,-1.8397429754973052e-07,1.9641484538405678e-07,-1.8397429754973052e-07,1.9641484538405678e-07
abandonnées,0.005002853276367579,0.00012358388040061718,2.8172007235683922e-05,2.089791999717074e-06,2.089791999717074e-06,-0.00030784743070234584,-0.000431431311102963,8.67570502405018e-06,-1.949630221163374e-05,2.969870279642759e-06,8.800782799256851e-07,2.969870279642759e-06,8.800782799256851e-07
abattait,0.005594256878392684,0.003433911863650692,8.013016052087646e-05,9.150697135089537e-07,9.150697135089537e-07,0.0019272211905056306,-0.0015066906731450618,4.317532491471931e-05,-3.695483560615716e-05,-5.42494916168982e-07,-1.4575646296779357e-06,-5.42494916168982e-07,-1.4575646296779357e-06
abattre,0.00646315613148019,-0.004294705792198102,-0.00014204507782592012,8.563221333885467e-07,8.563221333885467e-07,-0.0023116669038908844,0.001983038888307217,-7.37499178511156e-05,6.829515997480452e-05,1.5810972267938794e-06,7.247750934053327e-07,1.5810972267938794e-06,7.247750934053327e-07
abjecte,0.007274927592125002,-0.0002678863445211274,-2.478012268447926e-05,-1.7025332940185154e-06,-1.7025332940185154e-06,0.00024088263751958824,0.0005087689820407156,-4.7132645566252035e-06,2.0066858127854058e-05,-2.1649169156674157e-06,-4.623836216489002e-07,-2.1649169156674157e-06,-4.623836216489002e-07
abjection,0.007940354331818323,-0.0032936535592738504,-0.0001208001519685484,1.2079898545866541e-06,1.2079898545866541e-06,-0.0018848815317985827,0.0014087720274752677,-6.590611240581641e-05,5.489403956273199e-05,5.176063124507355e-07,-6.903835421359185e-07,5.176063124507355e-07,-6.903835421359185e-07
