word,tfidf,balance_input,balance_L1,balance_L2,balance_output,contrib_femme_input,contrib_homme_input,contrib_femme_L1,contrib_homme_L1,contrib_femme_L2,contrib_homme_L2,contrib_femme_output,contrib_homme_output
abaisse,0.0013456486120983905,-4.647270182946696e-05,-8.953632654106136e-08,2.8810915610285856e-07,2.8810915610285856e-07,-3.277371794378003e-05,1.3698983885686929e-05,-1.380695550854686e-06,-1.2911592243136247e-06,1.6377162418764665e-07,-1.243375319152119e-07,1.6377162418764665e-07,-1.243375319152119e-07
abaisser,0.0012243114840657454,-0.00033712663298849277,-7.237033098443892e-06,-1.7660550393365666e-07,-1.7660550393365666e-07,-0.00023484463225718015,0.0001022820007313126,-4.900635732407713e-06,2.3363973660361786e-06,-5.065038239133402e-07,-3.2989831997968355e-07,-5.065038239133402e-07,-3.2989831997968355e-07
abandon,0.0006562213026396308,0.00033102371304865295,1.2201102042065299e-05,-4.345280495476409e-10,-4.345280495476409e-10,0.00021109352901862725,-0.00011993018403002567,7.500801561083741e-06,-4.700300480981558e-06,-3.8239470856073444e-07,-3.819601805111868e-07,-3.8239470856073444e-07,-3.819601805111868e-07
abandonnait,0.0008875677429007318,0.00020589378868087854,3.628475067384859e-06,2.2405819090948972e-08,2.2405819090948972e-08,8.836619158215296e-05,-0.0001175275970987256,1.981110007100485e-06,-1.6473650602843741e-06,3.676028508640997e-07,3.4519703177315073e-07,3.676028508640997e-07,3.4519703177315073e-07
abandonnant,0.0016695202973552284,-0.0005711480092359385,-2.3499982977620843e-05,7.019508639710413e-07,7.019508639710413e-07,-0.00033473408706777296,0.00023641392216816555,-1.391672139673737e-05,9.583261580883474e-06,9.712744556187177e-07,2.6932359164767637e-07,9.712744556187177e-07,2.6932359164767637e-07
abandonne,0.0014718188756241315,-1.336053534897872e-05,1.6125114988410823e-06,-4.225510944938841e-07,-4.225510944938841e-07,-2.5002713359869424e-05,-1.1642178010890704e-05,5.419244363438284e-07,-1.070587062497254e-06,-6.038671839919814e-07,-1.813160894980973e-07,-6.038671839919814e-07,-1.813160894980973e-07
abandonnent,0.0012499745029927764,0.0002677318976074202,4.395196571951583e-06,-2.077224645713816e-07,-2.077224645713816e-07,0.00014603131598939128,-0.00012170058161802892,3.431525938661696e-06,-9.636706332898867e-07,-7.868868615446036e-08,1.2903377841692121e-07,-7.868868615446036e-08,1.2903377841692121e-07
abandonner,0.0010894674610098841,4.2331363140795414e-05,-1.373501700063728e-06,-2.997480637944425e-08,-2.997480637944425e-08,-1.1664571244452849e-05,-5.399593438524826e-05,-1.3258515807761227e-06,4.765011928760537e-08,2.0169669177561044e-07,2.316714981550547e-07,2.0169669177561044e-07,2.316714981550547e-07
abandonné,0.0011147530281663948,0.00023314604596370015,9.733228279216317e-06,5.471424104885884e-08,5.471424104885884e-08,0.00014686014291647473,-8.628590304722542e-05,5.338269832235661e-06,-4.394958446980657e-06,-2.7618874346163357e-07,-3.309029845104924e-07,-2.7618874346163357e-07,-3.309029845104924e-07
abandonnée,0.002568227139359148,0.0002657585754541788,5.563102912308234e-06,6.143274918932446e-07,6.143274918932446e-07,0.00024123073959656842,-2.452783585761038e-05,5.273568752374754e-06,-2.895341599334797e-07,5.348193309653768e-07,-7.950816092786779e-08,5.348193309653768e-07,-7.950816092786779e-08
